1215,130.02,18.35
1216,130.02,18.35
1217,130.02,18.35
1218,130.03,18.35
1219,130.03,18.35
1220,130.03,18.35
1221,130.03,18.35
1222,130.03,18.35
1223,130.03,18.35
1224,130.03,18.35
1225,130.03,18.35
1226,130.03,18.35
1227,130.03,18.35
1228,130.03,18.35
1229,130.03,18.35
1230,130.03,18.35
1231,130.03,18.35
1232,130.03,18.35
1233,130.03,18.35
1234,130.03,18.35
1235,130.03,18.35
1236,130.03,18.35
1237,130.03,18.35
1238,130.03,18.35
1239,130.03,18.35
1240,130.03,18.35
1241,130.03,18.35
1242,130.03,18.35
1243,130.03,18.35
1244,130.03,18.35
1245,130.03,18.35
1246,130.03,18.35
1247,130.03,18.35
1248,130.03,18.35
1249,130.03,18.35
1250,130.03,18.35
1251,130.03,18.35
1252,130.03,18.35
1253,130.03,18.35
1254,130.03,18.35
1255,130.03,18.35
1256,130.03,18.35
1257,130.03,18.35
1258,130.03,18.35
1259,130.03,18.35
1260,130.03,18.35
1261,130.03,18.35
1262,130.03,18.35
1263,130.03,18.35
1264,130.03,18.35
1265,130.03,18.35
1266,130.03,18.35
1267,130.03,18.35
1268,130.03,18.35
1269,130.03,18.35
1270,130.03,18.35
1271,130.03,18.35
1272,130.03,18.35
1273,130.03,18.35
1274,130.03,18.35
1275,130.03,18.35
1276,130.03,18.35
1277,130.03,18.35
1278,130.03,18.35
1279,130.03,18.35
1280,130.03,18.35
1281,130.03,18.35
1282,130.03,18.35
1283,130.03,18.35
1284,130.03,18.35
1285,130.03,18.35
1286,130.03,18.35
1287,130.03,18.35
1288,130.03,18.35
1289,130.03,18.35
1290,130.03,18.35
1291,130.03,18.35
1292,130.03,18.35
1293,130.03,18.35
1294,130.03,18.35
1295,130.03,18.35
1296,130.03,18.35
1297,130.03,18.35
1298,130.03,18.35
1299,130.03,18.35
1300,130.03,18.35
1301,130.03,18.35
1302,130.03,18.35
1303,130.03,18.35
1304,130.03,18.35
1305,130.03,18.35
1306,130.03,18.35
1307,130.03,18.35
1308,130.03,18.35
1309,130.03,18.35
1310,130.03,18.35
1311,130.03,18.35
1312,130.03,18.35
1313,130.03,18.35
1314,130.03,18.35
1315,130.03,18.35
1316,130.03,18.35
1317,130.03,18.35
1318,130.03,18.35
1319,130.03,18.35
1320,130.03,18.35
1321,130.03,18.35
1322,130.03,18.35
1323,130.03,18.35
1324,130.03,18.35
1325,130.03,18.35
1326,130.03,18.35
1327,130.03,18.35
1328,130.03,18.35
1329,130.03,18.35
1330,130.03,18.35
1331,130.03,18.35
1332,130.03,18.35
1333,130.03,18.35
1334,130.03,18.35
1335,130.03,18.35
1336,130.03,18.35
1337,130.03,18.35
1338,130.03,18.35
1339,130.03,18.35
1340,130.03,18.35
1341,130.03,18.35
1342,130.03,18.35
1343,130.03,18.35
1344,130.03,18.35
1345,130.03,18.35
1346,130.03,18.35
1347,130.03,18.35
1348,130.03,18.35
1349,130.03,18.35
1350,130.03,18.35
1351,130.03,18.35
1352,130.03,18.35
1353,130.03,18.35
1354,130.03,18.35
1355,130.03,18.35
1356,130.03,18.35
1357,130.03,18.35
1358,130.03,18.35
1359,130.03,18.35
1360,130.03,18.35
1361,130.03,18.35
1362,130.03,18.35
